,Unnamed: 0,Happiness Rank,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
502,33,34,Singapore,Southeastern Asia,6.343,1.529,1.451,1.008,0.631,0.457,0.261,2018
503,34,35,Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2018
504,35,36,Spain,Western Europe,6.31,1.251,1.538,0.965,0.449,0.074,0.142,2018
505,36,37,Colombia,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2018
506,37,38,Trinidad & Tobago,-,6.192,1.223,1.492,0.564,0.575,0.019,0.171,2018
507,38,39,Slovakia,Central and Eastern Europe,6.173,1.21,1.537,0.776,0.354,0.014,0.118,2018
508,39,40,El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018
509,40,41,Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2018
510,41,42,Poland,Central and Eastern Europe,6.123,1.176,1.448,0.781,0.546,0.064,0.108,2018
511,42,43,Bahrain,Middle East and Northern Africa,6.105,1.338,1.366,0.698,0.594,0.123,0.243,2018
512,43,44,Uzbekistan,Central and Eastern Europe,6.096,0.719,1.584,0.605,0.724,0.259,0.328,2018
513,44,45,Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018
514,45,46,Thailand,Southeastern Asia,6.072,1.016,1.417,0.707,0.637,0.029,0.364,2018
515,46,47,Italy,Western Europe,6.0,1.264,1.501,0.946,0.281,0.028,0.137,2018
516,47,48,Ecuador,Latin America and Caribbean,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2018
517,48,49,Belize,-,5.956,0.807,1.101,0.474,0.593,0.089,0.183,2018
518,49,50,Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2018
519,50,51,Slovenia,Central and Eastern Europe,5.948,1.219,1.506,0.856,0.633,0.051,0.16,2018
520,51,52,Romania,Central and Eastern Europe,5.945,1.116,1.219,0.726,0.528,0.001,0.088,2018
521,52,53,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2018
522,53,54,Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.15,0.079,2018
523,54,55,Mauritius,Sub-Saharan Africa,5.891,1.09,1.387,0.684,0.584,0.05,0.245,2018
524,55,56,Jamaica,Latin America and Caribbean,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2018
525,56,57,South Korea,Eastern Asia,5.875,1.266,1.204,0.955,0.244,0.051,0.175,2018
526,57,58,Northern Cyprus,-,5.835,1.229,1.211,0.909,0.495,0.154,0.179,2018
527,58,59,Russia,Central and Eastern Europe,5.81,1.151,1.479,0.599,0.399,0.025,0.065,2018
528,59,60,Kazakhstan,Central and Eastern Europe,5.79,1.143,1.516,0.631,0.454,0.121,0.148,2018
529,60,61,Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.035,0.202,2018
530,61,62,Bolivia,Latin America and Caribbean,5.752,0.751,1.223,0.508,0.606,0.054,0.141,2018
531,62,63,Estonia,Central and Eastern Europe,5.739,1.2,1.532,0.737,0.553,0.174,0.086,2018
532,63,64,Paraguay,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.074,0.162,2018
533,64,65,Peru,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.53,0.034,0.092,2018
534,65,66,Kosovo,Central and Eastern Europe,5.662,0.855,1.23,0.578,0.448,0.023,0.274,2018
535,66,67,Moldova,Central and Eastern Europe,5.64,0.657,1.301,0.62,0.232,0.0,0.171,2018
536,67,68,Turkmenistan,Central and Eastern Europe,5.636,1.016,1.533,0.517,0.417,0.037,0.199,2018
537,68,69,Hungary,Central and Eastern Europe,5.62,1.171,1.401,0.732,0.259,0.022,0.061,2018
538,69,70,Libya,Middle East and Northern Africa,5.566,0.985,1.35,0.553,0.496,0.148,0.116,2018
539,70,71,Philippines,Southeastern Asia,5.524,0.775,1.312,0.513,0.643,0.105,0.12,2018
540,71,72,Honduras,Latin America and Caribbean,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2018
541,72,73,Belarus,Central and Eastern Europe,5.483,1.039,1.498,0.7,0.307,0.154,0.101,2018
542,73,74,Turkey,Middle East and Northern Africa,5.483,1.148,1.38,0.686,0.324,0.109,0.106,2018
543,74,75,Pakistan,Southern Asia,5.472,0.652,0.81,0.424,0.334,0.113,0.216,2018
544,75,76,Hong Kong,Eastern Asia,5.43,1.405,1.29,1.03,0.524,0.291,0.246,2018
545,76,77,Portugal,Western Europe,5.41,1.188,1.429,0.884,0.562,0.017,0.055,2018
546,77,78,Serbia,Central and Eastern Europe,5.398,0.975,1.369,0.685,0.288,0.043,0.134,2018
547,78,79,Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0.044,0.0,2018
548,79,80,Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2018
549,80,81,Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.081,0.111,2018
550,81,82,Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.38,0.039,0.12,2018
551,82,83,Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.106,0.12,2018
552,83,84,Algeria,Middle East and Northern Africa,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2018
553,84,85,Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2018
554,85,86,China,Eastern Asia,5.246,0.989,1.142,0.799,0.597,0.103,0.029,2018
555,86,87,Azerbaijan,Central and Eastern Europe,5.201,1.024,1.161,0.603,0.43,0.176,0.031,2018
556,87,88,Tajikistan,Central and Eastern Europe,5.199,0.474,1.166,0.598,0.292,0.034,0.187,2018
557,88,89,Macedonia,Central and Eastern Europe,5.185,0.959,1.239,0.691,0.394,0.052,0.173,2018
558,89,90,Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.134,0.13,2018
559,90,91,Nigeria,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.032,0.201,2018
560,91,92,Kyrgyzstan,Central and Eastern Europe,5.131,0.53,1.416,0.594,0.54,0.035,0.281,2018
561,92,93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,1.078,0.758,0.28,0.0,0.216,2018
562,93,94,Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.032,0.253,2018
563,94,95,Vietnam,Southeastern Asia,5.103,0.715,1.365,0.702,0.618,0.079,0.177,2018
564,95,96,Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.018,0.484,2018
565,96,97,Bhutan,Southern Asia,5.082,0.796,1.335,0.527,0.541,0.171,0.364,2018
566,97,98,Somalia,-,4.982,0.0,0.712,0.115,0.674,0.282,0.238,2018
567,98,99,Cameroon,Sub-Saharan Africa,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2018
568,99,100,Bulgaria,Central and Eastern Europe,4.933,1.054,1.515,0.712,0.359,0.009,0.064,2018
569,100,101,Nepal,Southern Asia,4.88,0.425,1.228,0.539,0.526,0.078,0.302,2018
570,101,102,Venezuela,Latin America and Caribbean,4.806,0.996,1.469,0.657,0.133,0.052,0.056,2018
571,102,103,Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.052,0.032,2018
572,103,104,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.076,0.086,2018
573,104,105,South Africa,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.056,0.103,2018
574,105,106,Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.129,0.282,2018
575,106,107,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2018
576,107,108,Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2018
577,108,109,Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.082,0.138,2018
578,109,110,Laos,Southeastern Asia,4.623,0.72,1.034,0.441,0.626,0.174,0.23,2018
579,110,111,Tunisia,Middle East and Northern Africa,4.592,0.9,0.906,0.69,0.271,0.063,0.04,2018
580,111,112,Albania,Central and Eastern Europe,4.586,0.916,0.817,0.79,0.419,0.032,0.149,2018
581,112,113,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0.0,0.355,0.053,0.238,2018
582,113,114,Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2018
583,114,115,Bangladesh,Southern Asia,4.5,0.532,0.85,0.579,0.58,0.144,0.153,2018
584,115,116,Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.05,0.307,2018
585,116,117,Iraq,Middle East and Northern Africa,4.456,1.01,0.971,0.536,0.304,0.095,0.148,2018
586,117,118,Mali,Sub-Saharan Africa,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2018
587,118,119,Namibia,-,4.441,0.874,1.281,0.365,0.519,0.064,0.051,2018
588,119,120,Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.065,0.256,2018
589,120,121,Burkina Faso,Sub-Saharan Africa,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2018
590,121,122,Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.107,0.092,2018
591,122,123,Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2018
592,123,124,Kenya,Sub-Saharan Africa,4.41,0.493,1.048,0.454,0.504,0.055,0.352,2018
593,124,125,Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.082,0.221,2018
594,125,126,Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.093,0.134,2018
595,126,127,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.146,0.22,2018
596,127,128,Georgia,Central and Eastern Europe,4.34,0.853,0.592,0.643,0.375,0.215,0.038,2018
597,128,129,Armenia,Central and Eastern Europe,4.321,0.816,0.99,0.666,0.26,0.028,0.077,2018
598,129,130,Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.58,0.178,0.598,2018
599,130,131,Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2018
600,131,132,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,1.136,0.204,0.312,0.052,0.197,2018
601,132,133,India,Southern Asia,4.19,0.721,0.747,0.485,0.539,0.093,0.172,2018
602,133,134,Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.39,0.099,0.175,2018
603,134,135,Uganda,Sub-Saharan Africa,4.161,0.322,1.09,0.237,0.45,0.061,0.259,2018
604,135,136,Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.24,0.44,0.067,0.163,2018
605,136,137,Sudan,Sub-Saharan Africa,4.139,0.605,1.24,0.312,0.016,0.082,0.134,2018
606,137,138,Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.011,0.187,2018
607,138,139,Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2018
608,139,140,Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.094,0.185,2018
609,140,141,Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.112,0.116,2018
610,141,142,Angola,Sub-Saharan Africa,3.795,0.73,1.125,0.269,0.0,0.061,0.079,2018
611,142,143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.049,0.155,2018
612,143,144,Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.099,0.132,2018
613,144,145,Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2018
614,145,146,Botswana,Sub-Saharan Africa,3.59,1.017,1.174,0.417,0.557,0.092,0.042,2018
615,146,147,Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.08,0.21,2018
616,147,148,Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.104,0.392,2018
617,148,149,Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.03,0.206,2018
618,149,150,Syria,Middle East and Northern Africa,3.462,0.689,0.382,0.539,0.088,0.144,0.376,2018
619,150,151,Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.4,0.636,0.444,0.2,2018
620,151,152,Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.064,0.083,2018
621,152,153,Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.097,0.27,2018
622,153,154,South Sudan,-,3.254,0.337,0.608,0.177,0.112,0.106,0.224,2018
623,154,155,Central African Republic,Sub-Saharan Africa,3.083,0.024,0.0,0.01,0.305,0.038,0.218,2018
624,155,156,Burundi,Sub-Saharan Africa,2.905,0.091,0.627,0.145,0.065,0.076,0.149,2018
