,Unnamed: 0,Happiness Rank,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
1212,129,130,Chad*,-,"4,251","0,662","0,506","0,225","0,180","0,077","0,182",2022
1213,130,131,Ethiopia,Sub-Saharan Africa,"4,241","0,788","0,809","0,457","0,472","0,136","0,205",2022
1214,131,132,Yemen*,-,"4,197","0,691","1,043","0,384","0,330","0,098","0,090",2022
1215,132,133,Mauritania*,-,"4,153","1,100","0,865","0,450","0,304","0,138","0,088",2022
1216,133,134,Jordan,Middle East and Northern Africa,"4,152","1,324","0,724","0,675","0,476","0,200","0,058",2022
1217,134,135,Togo,Sub-Saharan Africa,"4,112","0,771","0,322","0,360","0,292","0,132","0,174",2022
1218,135,136,India,Southern Asia,"3,777","1,167","0,376","0,471","0,647","0,123","0,198",2022
1219,136,137,Zambia,Sub-Saharan Africa,"3,760","0,930","0,577","0,306","0,525","0,083","0,203",2022
1220,137,138,Malawi,Sub-Saharan Africa,"3,750","0,648","0,279","0,388","0,477","0,157","0,140",2022
1221,138,139,Tanzania,Sub-Saharan Africa,"3,702","0,848","0,597","0,425","0,578","0,270","0,248",2022
1222,139,140,Sierra Leone,Sub-Saharan Africa,"3,574","0,686","0,416","0,273","0,387","0,055","0,202",2022
1223,140,141,Lesotho*,-,"3,512","0,839","0,848","0,000","0,419","0,018","0,076",2022
1224,141,142,Botswana*,-,"3,471","1,503","0,815","0,280","0,571","0,102","0,012",2022
1225,142,143,Rwanda*,-,"3,268","0,785","0,133","0,462","0,621","0,544","0,187",2022
1226,143,144,Zimbabwe,Sub-Saharan Africa,"2,995","0,947","0,690","0,270","0,329","0,105","0,106",2022
1227,144,145,Lebanon,Middle East and Northern Africa,"2,955","1,392","0,498","0,631","0,103","0,034","0,082",2022
1228,145,146,Afghanistan,Southern Asia,"2,404","0,758","0,000","0,289","0,000","0,005","0,089",2022
